Year,Gebietseinheit,Kategorien,GeoCode,Value
2013,Statistische Region L�neburg,Flaeche,0,6085
2014,Statistische Region L�neburg,Flaeche,0,5837
2015,Statistische Region L�neburg,Flaeche,0,5942
2016,Statistische Region L�neburg,Flaeche,0,5978
2017,Statistische Region L�neburg,Flaeche,0,6981
2018,Statistische Region L�neburg,Flaeche,0,7329
2019,Statistische Region L�neburg,Flaeche,0,6583
1991,Celle,Flaeche,K03351,632
1992,Celle,Flaeche,K03351,851
1993,Celle,Flaeche,K03351,732
1994,Celle,Flaeche,K03351,1289
1995,Celle,Flaeche,K03351,926
1996,Celle,Flaeche,K03351,1044
1997,Celle,Flaeche,K03351,984
1998,Celle,Flaeche,K03351,1621
1999,Celle,Flaeche,K03351,1232
2000,Celle,Flaeche,K03351,541
2001,Celle,Flaeche,K03351,790
2002,Celle,Flaeche,K03351,707
2003,Celle,Flaeche,K03351,559
2004,Celle,Flaeche,K03351,362
2005,Celle,Flaeche,K03351,490
2006,Celle,Flaeche,K03351,334
2007,Celle,Flaeche,K03351,322
2008,Celle,Flaeche,K03351,375
2009,Celle,Flaeche,K03351,268
2010,Celle,Flaeche,K03351,315
2011,Celle,Flaeche,K03351,238
2012,Celle,Flaeche,K03351,349
2013,Celle,Flaeche,K03351,375
2014,Celle,Flaeche,K03351,354
2015,Celle,Flaeche,K03351,377
2016,Celle,Flaeche,K03351,372
2017,Celle,Flaeche,K03351,720
2018,Celle,Flaeche,K03351,669
2019,Celle,Flaeche,K03351,420
1991,Cuxhaven,Flaeche,K03352,738
1992,Cuxhaven,Flaeche,K03352,1023
1993,Cuxhaven,Flaeche,K03352,1265
1994,Cuxhaven,Flaeche,K03352,1558
1995,Cuxhaven,Flaeche,K03352,1073
1996,Cuxhaven,Flaeche,K03352,2299
1997,Cuxhaven,Flaeche,K03352,1123
1998,Cuxhaven,Flaeche,K03352,1427
1999,Cuxhaven,Flaeche,K03352,1613
2000,Cuxhaven,Flaeche,K03352,911
2001,Cuxhaven,Flaeche,K03352,738
2002,Cuxhaven,Flaeche,K03352,646
2003,Cuxhaven,Flaeche,K03352,901
2004,Cuxhaven,Flaeche,K03352,712
2005,Cuxhaven,Flaeche,K03352,310
2006,Cuxhaven,Flaeche,K03352,424
2007,Cuxhaven,Flaeche,K03352,306
2008,Cuxhaven,Flaeche,K03352,406
2009,Cuxhaven,Flaeche,K03352,493
2010,Cuxhaven,Flaeche,K03352,283
2011,Cuxhaven,Flaeche,K03352,450
2012,Cuxhaven,Flaeche,K03352,1146
2013,Cuxhaven,Flaeche,K03352,611
2014,Cuxhaven,Flaeche,K03352,478
2015,Cuxhaven,Flaeche,K03352,795
2016,Cuxhaven,Flaeche,K03352,671
2017,Cuxhaven,Flaeche,K03352,878
2018,Cuxhaven,Flaeche,K03352,763
2019,Cuxhaven,Flaeche,K03352,832
1991,Harburg,Flaeche,K03353,1670
1992,Harburg,Flaeche,K03353,2216
1993,Harburg,Flaeche,K03353,2196
1994,Harburg,Flaeche,K03353,1624
1995,Harburg,Flaeche,K03353,1614
1996,Harburg,Flaeche,K03353,1586
1997,Harburg,Flaeche,K03353,1185
1998,Harburg,Flaeche,K03353,2306
1999,Harburg,Flaeche,K03353,1288
2000,Harburg,Flaeche,K03353,832
2001,Harburg,Flaeche,K03353,845
2002,Harburg,Flaeche,K03353,736
2003,Harburg,Flaeche,K03353,685
2004,Harburg,Flaeche,K03353,688
2005,Harburg,Flaeche,K03353,982
2006,Harburg,Flaeche,K03353,977
2007,Harburg,Flaeche,K03353,1748
2008,Harburg,Flaeche,K03353,905
2009,Harburg,Flaeche,K03353,537
2010,Harburg,Flaeche,K03353,1144
2011,Harburg,Flaeche,K03353,957
2012,Harburg,Flaeche,K03353,1283
2013,Harburg,Flaeche,K03353,1524
2014,Harburg,Flaeche,K03353,1153
2015,Harburg,Flaeche,K03353,1012
2016,Harburg,Flaeche,K03353,858
2017,Harburg,Flaeche,K03353,1069
2018,Harburg,Flaeche,K03353,917
2019,Harburg,Flaeche,K03353,944
1991,L�chow-Dannenberg,Flaeche,K03354,729
1992,L�chow-Dannenberg,Flaeche,K03354,397
1993,L�chow-Dannenberg,Flaeche,K03354,638
1994,L�chow-Dannenberg,Flaeche,K03354,417
1995,L�chow-Dannenberg,Flaeche,K03354,390
1996,L�chow-Dannenberg,Flaeche,K03354,412
1997,L�chow-Dannenberg,Flaeche,K03354,376
1998,L�chow-Dannenberg,Flaeche,K03354,388
1999,L�chow-Dannenberg,Flaeche,K03354,375
2000,L�chow-Dannenberg,Flaeche,K03354,341
2001,L�chow-Dannenberg,Flaeche,K03354,249
2002,L�chow-Dannenberg,Flaeche,K03354,213
2003,L�chow-Dannenberg,Flaeche,K03354,127
2004,L�chow-Dannenberg,Flaeche,K03354,98
2005,L�chow-Dannenberg,Flaeche,K03354,60
2006,L�chow-Dannenberg,Flaeche,K03354,77
2007,L�chow-Dannenberg,Flaeche,K03354,150
2008,L�chow-Dannenberg,Flaeche,K03354,72
2009,L�chow-Dannenberg,Flaeche,K03354,25
2010,L�chow-Dannenberg,Flaeche,K03354,117
2011,L�chow-Dannenberg,Flaeche,K03354,86
2012,L�chow-Dannenberg,Flaeche,K03354,103
2013,L�chow-Dannenberg,Flaeche,K03354,159
2014,L�chow-Dannenberg,Flaeche,K03354,98
2015,L�chow-Dannenberg,Flaeche,K03354,89
2016,L�chow-Dannenberg,Flaeche,K03354,173
2017,L�chow-Dannenberg,Flaeche,K03354,134
2018,L�chow-Dannenberg,Flaeche,K03354,232
2019,L�chow-Dannenberg,Flaeche,K03354,278
1991,L�neburg,Flaeche,K03355,884
1992,L�neburg,Flaeche,K03355,282
1993,L�neburg,Flaeche,K03355,997
1994,L�neburg,Flaeche,K03355,1222
1995,L�neburg,Flaeche,K03355,818
1996,L�neburg,Flaeche,K03355,1069
1997,L�neburg,Flaeche,K03355,1001
1998,L�neburg,Flaeche,K03355,1135
1999,L�neburg,Flaeche,K03355,761
2000,L�neburg,Flaeche,K03355,628
2001,L�neburg,Flaeche,K03355,586
2002,L�neburg,Flaeche,K03355,590
2003,L�neburg,Flaeche,K03355,464
2004,L�neburg,Flaeche,K03355,606
2005,L�neburg,Flaeche,K03355,523
2006,L�neburg,Flaeche,K03355,601
2007,L�neburg,Flaeche,K03355,358
2008,L�neburg,Flaeche,K03355,398
2009,L�neburg,Flaeche,K03355,249
2010,L�neburg,Flaeche,K03355,561
2011,L�neburg,Flaeche,K03355,422
2012,L�neburg,Flaeche,K03355,660
2013,L�neburg,Flaeche,K03355,585
2014,L�neburg,Flaeche,K03355,532
2015,L�neburg,Flaeche,K03355,442
2016,L�neburg,Flaeche,K03355,648
2017,L�neburg,Flaeche,K03355,497
2018,L�neburg,Flaeche,K03355,446
2019,L�neburg,Flaeche,K03355,394
1991,Osterholz,Flaeche,K03356,597
1992,Osterholz,Flaeche,K03356,575
1993,Osterholz,Flaeche,K03356,636
1994,Osterholz,Flaeche,K03356,576
1995,Osterholz,Flaeche,K03356,440
1996,Osterholz,Flaeche,K03356,428
1997,Osterholz,Flaeche,K03356,630
1998,Osterholz,Flaeche,K03356,1057
1999,Osterholz,Flaeche,K03356,928
2000,Osterholz,Flaeche,K03356,466
2001,Osterholz,Flaeche,K03356,349
2002,Osterholz,Flaeche,K03356,359
2003,Osterholz,Flaeche,K03356,403
2004,Osterholz,Flaeche,K03356,451
2005,Osterholz,Flaeche,K03356,406
2006,Osterholz,Flaeche,K03356,347
2007,Osterholz,Flaeche,K03356,265
2008,Osterholz,Flaeche,K03356,232
2009,Osterholz,Flaeche,K03356,224
2010,Osterholz,Flaeche,K03356,236
2011,Osterholz,Flaeche,K03356,262
2012,Osterholz,Flaeche,K03356,300
2013,Osterholz,Flaeche,K03356,256
2014,Osterholz,Flaeche,K03356,411
2015,Osterholz,Flaeche,K03356,290
2016,Osterholz,Flaeche,K03356,350
2017,Osterholz,Flaeche,K03356,470
2018,Osterholz,Flaeche,K03356,402
2019,Osterholz,Flaeche,K03356,319
1991,Rotenburg (W�mme),Flaeche,K03357,878
1992,Rotenburg (W�mme),Flaeche,K03357,1270
1993,Rotenburg (W�mme),Flaeche,K03357,2011
1994,Rotenburg (W�mme),Flaeche,K03357,2066
1995,Rotenburg (W�mme),Flaeche,K03357,1601
1996,Rotenburg (W�mme),Flaeche,K03357,1345
1997,Rotenburg (W�mme),Flaeche,K03357,1375
1998,Rotenburg (W�mme),Flaeche,K03357,1656
1999,Rotenburg (W�mme),Flaeche,K03357,1689
2000,Rotenburg (W�mme),Flaeche,K03357,1553
2001,Rotenburg (W�mme),Flaeche,K03357,855
2002,Rotenburg (W�mme),Flaeche,K03357,845
2003,Rotenburg (W�mme),Flaeche,K03357,848
2004,Rotenburg (W�mme),Flaeche,K03357,380
2005,Rotenburg (W�mme),Flaeche,K03357,574
2006,Rotenburg (W�mme),Flaeche,K03357,346
2007,Rotenburg (W�mme),Flaeche,K03357,316
2008,Rotenburg (W�mme),Flaeche,K03357,324
2009,Rotenburg (W�mme),Flaeche,K03357,161
2010,Rotenburg (W�mme),Flaeche,K03357,445
2011,Rotenburg (W�mme),Flaeche,K03357,513
2012,Rotenburg (W�mme),Flaeche,K03357,692
2013,Rotenburg (W�mme),Flaeche,K03357,561
2014,Rotenburg (W�mme),Flaeche,K03357,537
2015,Rotenburg (W�mme),Flaeche,K03357,648
2016,Rotenburg (W�mme),Flaeche,K03357,743
2017,Rotenburg (W�mme),Flaeche,K03357,993
2018,Rotenburg (W�mme),Flaeche,K03357,1093
2019,Rotenburg (W�mme),Flaeche,K03357,608
1991,Heidekreis,Flaeche,K03358,842
1992,Heidekreis,Flaeche,K03358,805
1993,Heidekreis,Flaeche,K03358,1344
1994,Heidekreis,Flaeche,K03358,1110
1995,Heidekreis,Flaeche,K03358,984
1996,Heidekreis,Flaeche,K03358,833
1997,Heidekreis,Flaeche,K03358,861
1998,Heidekreis,Flaeche,K03358,1036
1999,Heidekreis,Flaeche,K03358,972
2000,Heidekreis,Flaeche,K03358,971
2001,Heidekreis,Flaeche,K03358,851
2002,Heidekreis,Flaeche,K03358,556
2003,Heidekreis,Flaeche,K03358,690
2004,Heidekreis,Flaeche,K03358,505
2005,Heidekreis,Flaeche,K03358,544
2006,Heidekreis,Flaeche,K03358,503
2007,Heidekreis,Flaeche,K03358,323
2008,Heidekreis,Flaeche,K03358,693
2009,Heidekreis,Flaeche,K03358,266
2010,Heidekreis,Flaeche,K03358,234
2011,Heidekreis,Flaeche,K03358,216
2012,Heidekreis,Flaeche,K03358,381
2013,Heidekreis,Flaeche,K03358,388
2014,Heidekreis,Flaeche,K03358,880
2015,Heidekreis,Flaeche,K03358,654
2016,Heidekreis,Flaeche,K03358,639
2017,Heidekreis,Flaeche,K03358,656
2018,Heidekreis,Flaeche,K03358,870
2019,Heidekreis,Flaeche,K03358,1075
1991,Stade,Flaeche,K03359,980
1992,Stade,Flaeche,K03359,1105
1993,Stade,Flaeche,K03359,1306
1994,Stade,Flaeche,K03359,1475
1995,Stade,Flaeche,K03359,1218
1996,Stade,Flaeche,K03359,1783
1997,Stade,Flaeche,K03359,1157
1998,Stade,Flaeche,K03359,1801
1999,Stade,Flaeche,K03359,1636
2000,Stade,Flaeche,K03359,1192
2001,Stade,Flaeche,K03359,1099
2002,Stade,Flaeche,K03359,841
2003,Stade,Flaeche,K03359,611
2004,Stade,Flaeche,K03359,714
2005,Stade,Flaeche,K03359,869
2006,Stade,Flaeche,K03359,529
2007,Stade,Flaeche,K03359,448
2008,Stade,Flaeche,K03359,693
2009,Stade,Flaeche,K03359,446
2010,Stade,Flaeche,K03359,981
2011,Stade,Flaeche,K03359,542
2012,Stade,Flaeche,K03359,624
2013,Stade,Flaeche,K03359,737
2014,Stade,Flaeche,K03359,672
2015,Stade,Flaeche,K03359,773
2016,Stade,Flaeche,K03359,679
2017,Stade,Flaeche,K03359,802
2018,Stade,Flaeche,K03359,955
2019,Stade,Flaeche,K03359,711
1991,Uelzen,Flaeche,K03360,362
1992,Uelzen,Flaeche,K03360,330
1993,Uelzen,Flaeche,K03360,442
1994,Uelzen,Flaeche,K03360,776
1995,Uelzen,Flaeche,K03360,784
1996,Uelzen,Flaeche,K03360,628
1997,Uelzen,Flaeche,K03360,470
1998,Uelzen,Flaeche,K03360,639
1999,Uelzen,Flaeche,K03360,694
2000,Uelzen,Flaeche,K03360,438
2001,Uelzen,Flaeche,K03360,457
2002,Uelzen,Flaeche,K03360,304
2003,Uelzen,Flaeche,K03360,402
2004,Uelzen,Flaeche,K03360,192
2005,Uelzen,Flaeche,K03360,210
2006,Uelzen,Flaeche,K03360,101
2007,Uelzen,Flaeche,K03360,227
2008,Uelzen,Flaeche,K03360,146
2009,Uelzen,Flaeche,K03360,65
2010,Uelzen,Flaeche,K03360,265
2011,Uelzen,Flaeche,K03360,114
2012,Uelzen,Flaeche,K03360,185
2013,Uelzen,Flaeche,K03360,242
2014,Uelzen,Flaeche,K03360,290
2015,Uelzen,Flaeche,K03360,142
2016,Uelzen,Flaeche,K03360,237
2017,Uelzen,Flaeche,K03360,284
2018,Uelzen,Flaeche,K03360,282
2019,Uelzen,Flaeche,K03360,295
1991,Verden,Flaeche,K03361,703
1992,Verden,Flaeche,K03361,802
1993,Verden,Flaeche,K03361,744
1994,Verden,Flaeche,K03361,568
1995,Verden,Flaeche,K03361,630
1996,Verden,Flaeche,K03361,647
1997,Verden,Flaeche,K03361,430
1998,Verden,Flaeche,K03361,626
1999,Verden,Flaeche,K03361,649
2000,Verden,Flaeche,K03361,592
2001,Verden,Flaeche,K03361,533
2002,Verden,Flaeche,K03361,466
2003,Verden,Flaeche,K03361,502
2004,Verden,Flaeche,K03361,433
2005,Verden,Flaeche,K03361,483
2006,Verden,Flaeche,K03361,300
2007,Verden,Flaeche,K03361,297
2008,Verden,Flaeche,K03361,287
2009,Verden,Flaeche,K03361,191
2010,Verden,Flaeche,K03361,318
2011,Verden,Flaeche,K03361,307
2012,Verden,Flaeche,K03361,784
2013,Verden,Flaeche,K03361,646
2014,Verden,Flaeche,K03361,433
2015,Verden,Flaeche,K03361,721
2016,Verden,Flaeche,K03361,607
2017,Verden,Flaeche,K03361,478
2018,Verden,Flaeche,K03361,701
2019,Verden,Flaeche,K03361,707
1991,Statistische Region Weser Ems,Flaeche,0,13778
1992,Statistische Region Weser Ems,Flaeche,0,13094
1993,Statistische Region Weser Ems,Flaeche,0,16606
1994,Statistische Region Weser Ems,Flaeche,0,17125
1995,Statistische Region Weser Ems,Flaeche,0,14008
1996,Statistische Region Weser Ems,Flaeche,0,14475
1997,Statistische Region Weser Ems,Flaeche,0,13621
1998,Statistische Region Weser Ems,Flaeche,0,19191
1999,Statistische Region Weser Ems,Flaeche,0,18193
2000,Statistische Region Weser Ems,Flaeche,0,12956
2001,Statistische Region Weser Ems,Flaeche,0,12157
2002,Statistische Region Weser Ems,Flaeche,0,12104
2003,Statistische Region Weser Ems,Flaeche,0,9429
2004,Statistische Region Weser Ems,Flaeche,0,8787
2005,Statistische Region Weser Ems,Flaeche,0,8612
2006,Statistische Region Weser Ems,Flaeche,0,8397
2007,Statistische Region Weser Ems,Flaeche,0,10519
2008,Statistische Region Weser Ems,Flaeche,0,9615
2009,Statistische Region Weser Ems,Flaeche,0,9699
2010,Statistische Region Weser Ems,Flaeche,0,7438
2011,Statistische Region Weser Ems,Flaeche,0,7379
2012,Statistische Region Weser Ems,Flaeche,0,8927
2013,Statistische Region Weser Ems,Flaeche,0,9801
2014,Statistische Region Weser Ems,Flaeche,0,8271
2015,Statistische Region Weser Ems,Flaeche,0,9423
2016,Statistische Region Weser Ems,Flaeche,0,10711
2017,Statistische Region Weser Ems,Flaeche,0,8677
2018,Statistische Region Weser Ems,Flaeche,0,9509
2019,Statistische Region Weser Ems,Flaeche,0,8996
1991,Delmenhorst-Stadt,Flaeche,K03401,182
1992,Delmenhorst-Stadt,Flaeche,K03401,340
1993,Delmenhorst-Stadt,Flaeche,K03401,185
1994,Delmenhorst-Stadt,Flaeche,K03401,216
1995,Delmenhorst-Stadt,Flaeche,K03401,115
1996,Delmenhorst-Stadt,Flaeche,K03401,284
1997,Delmenhorst-Stadt,Flaeche,K03401,149
1998,Delmenhorst-Stadt,Flaeche,K03401,160
1999,Delmenhorst-Stadt,Flaeche,K03401,162
2000,Delmenhorst-Stadt,Flaeche,K03401,204
2001,Delmenhorst-Stadt,Flaeche,K03401,208
2002,Delmenhorst-Stadt,Flaeche,K03401,193
2003,Delmenhorst-Stadt,Flaeche,K03401,158
2004,Delmenhorst-Stadt,Flaeche,K03401,142
2005,Delmenhorst-Stadt,Flaeche,K03401,172
2006,Delmenhorst-Stadt,Flaeche,K03401,120
2007,Delmenhorst-Stadt,Flaeche,K03401,56
2008,Delmenhorst-Stadt,Flaeche,K03401,72
2009,Delmenhorst-Stadt,Flaeche,K03401,67
2010,Delmenhorst-Stadt,Flaeche,K03401,75
2011,Delmenhorst-Stadt,Flaeche,K03401,103
2012,Delmenhorst-Stadt,Flaeche,K03401,81
2013,Delmenhorst-Stadt,Flaeche,K03401,77
2014,Delmenhorst-Stadt,Flaeche,K03401,76
2015,Delmenhorst-Stadt,Flaeche,K03401,106
2016,Delmenhorst-Stadt,Flaeche,K03401,131
2017,Delmenhorst-Stadt,Flaeche,K03401,93
2018,Delmenhorst-Stadt,Flaeche,K03401,102
2019,Delmenhorst-Stadt,Flaeche,K03401,121
1991,Emden Stadt,Flaeche,K03402,107
1992,Emden Stadt,Flaeche,K03402,71
1993,Emden Stadt,Flaeche,K03402,340
1994,Emden Stadt,Flaeche,K03402,171
1995,Emden Stadt,Flaeche,K03402,177
1996,Emden Stadt,Flaeche,K03402,159
1997,Emden Stadt,Flaeche,K03402,253
1998,Emden Stadt,Flaeche,K03402,718
1999,Emden Stadt,Flaeche,K03402,296
2000,Emden Stadt,Flaeche,K03402,156
2001,Emden Stadt,Flaeche,K03402,91
2002,Emden Stadt,Flaeche,K03402,92
2003,Emden Stadt,Flaeche,K03402,62
2004,Emden Stadt,Flaeche,K03402,304
2005,Emden Stadt,Flaeche,K03402,75
2006,Emden Stadt,Flaeche,K03402,44
2007,Emden Stadt,Flaeche,K03402,109
2008,Emden Stadt,Flaeche,K03402,67
2009,Emden Stadt,Flaeche,K03402,36
2010,Emden Stadt,Flaeche,K03402,53
2011,Emden Stadt,Flaeche,K03402,94
2012,Emden Stadt,Flaeche,K03402,73
2013,Emden Stadt,Flaeche,K03402,148
2014,Emden Stadt,Flaeche,K03402,39
2015,Emden Stadt,Flaeche,K03402,176
2016,Emden Stadt,Flaeche,K03402,106
2017,Emden Stadt,Flaeche,K03402,115
2018,Emden Stadt,Flaeche,K03402,161
2019,Emden Stadt,Flaeche,K03402,88
1991,Oldenburg (Oldb) Stadt,Flaeche,K03403,641
1992,Oldenburg (Oldb) Stadt,Flaeche,K03403,562
1993,Oldenburg (Oldb) Stadt,Flaeche,K03403,732
1994,Oldenburg (Oldb) Stadt,Flaeche,K03403,484
1995,Oldenburg (Oldb) Stadt,Flaeche,K03403,869
1996,Oldenburg (Oldb) Stadt,Flaeche,K03403,579
1997,Oldenburg (Oldb) Stadt,Flaeche,K03403,553
1998,Oldenburg (Oldb) Stadt,Flaeche,K03403,790
1999,Oldenburg (Oldb) Stadt,Flaeche,K03403,508
2000,Oldenburg (Oldb) Stadt,Flaeche,K03403,459
2001,Oldenburg (Oldb) Stadt,Flaeche,K03403,447
2002,Oldenburg (Oldb) Stadt,Flaeche,K03403,279
2003,Oldenburg (Oldb) Stadt,Flaeche,K03403,261
2004,Oldenburg (Oldb) Stadt,Flaeche,K03403,296
2005,Oldenburg (Oldb) Stadt,Flaeche,K03403,233
2006,Oldenburg (Oldb) Stadt,Flaeche,K03403,274
2007,Oldenburg (Oldb) Stadt,Flaeche,K03403,361
2008,Oldenburg (Oldb) Stadt,Flaeche,K03403,236
2009,Oldenburg (Oldb) Stadt,Flaeche,K03403,194
2010,Oldenburg (Oldb) Stadt,Flaeche,K03403,311
2011,Oldenburg (Oldb) Stadt,Flaeche,K03403,205
2012,Oldenburg (Oldb) Stadt,Flaeche,K03403,384
2013,Oldenburg (Oldb) Stadt,Flaeche,K03403,363
2014,Oldenburg (Oldb) Stadt,Flaeche,K03403,272
2015,Oldenburg (Oldb) Stadt,Flaeche,K03403,370
2016,Oldenburg (Oldb) Stadt,Flaeche,K03403,436
2017,Oldenburg (Oldb) Stadt,Flaeche,K03403,301
2018,Oldenburg (Oldb) Stadt,Flaeche,K03403,270
2019,Oldenburg (Oldb) Stadt,Flaeche,K03403,315
1991,Osnabr�ck Stadt,Flaeche,K03404,439
1992,Osnabr�ck Stadt,Flaeche,K03404,440
1993,Osnabr�ck Stadt,Flaeche,K03404,212
1994,Osnabr�ck Stadt,Flaeche,K03404,262
1995,Osnabr�ck Stadt,Flaeche,K03404,119
1996,Osnabr�ck Stadt,Flaeche,K03404,207
1997,Osnabr�ck Stadt,Flaeche,K03404,118
1998,Osnabr�ck Stadt,Flaeche,K03404,245
1999,Osnabr�ck Stadt,Flaeche,K03404,296
2000,Osnabr�ck Stadt,Flaeche,K03404,183
2001,Osnabr�ck Stadt,Flaeche,K03404,174
2002,Osnabr�ck Stadt,Flaeche,K03404,101
2003,Osnabr�ck Stadt,Flaeche,K03404,62
2004,Osnabr�ck Stadt,Flaeche,K03404,118
2005,Osnabr�ck Stadt,Flaeche,K03404,64
2006,Osnabr�ck Stadt,Flaeche,K03404,100
2007,Osnabr�ck Stadt,Flaeche,K03404,230
2008,Osnabr�ck Stadt,Flaeche,K03404,144
2009,Osnabr�ck Stadt,Flaeche,K03404,25
2010,Osnabr�ck Stadt,Flaeche,K03404,63
2011,Osnabr�ck Stadt,Flaeche,K03404,316
2012,Osnabr�ck Stadt,Flaeche,K03404,183
2013,Osnabr�ck Stadt,Flaeche,K03404,201
2014,Osnabr�ck Stadt,Flaeche,K03404,125
2015,Osnabr�ck Stadt,Flaeche,K03404,114
2016,Osnabr�ck Stadt,Flaeche,K03404,97
2017,Osnabr�ck Stadt,Flaeche,K03404,101
2018,Osnabr�ck Stadt,Flaeche,K03404,204
2019,Osnabr�ck Stadt,Flaeche,K03404,81
1991,Wilhelmshaven Stadt,Flaeche,K03405,153
1992,Wilhelmshaven Stadt,Flaeche,K03405,110
1993,Wilhelmshaven Stadt,Flaeche,K03405,194
1994,Wilhelmshaven Stadt,Flaeche,K03405,227
1995,Wilhelmshaven Stadt,Flaeche,K03405,147
1996,Wilhelmshaven Stadt,Flaeche,K03405,200
1997,Wilhelmshaven Stadt,Flaeche,K03405,195
1998,Wilhelmshaven Stadt,Flaeche,K03405,371
1999,Wilhelmshaven Stadt,Flaeche,K03405,312
2000,Wilhelmshaven Stadt,Flaeche,K03405,179
2001,Wilhelmshaven Stadt,Flaeche,K03405,145
2002,Wilhelmshaven Stadt,Flaeche,K03405,1130
2003,Wilhelmshaven Stadt,Flaeche,K03405,114
2004,Wilhelmshaven Stadt,Flaeche,K03405,232
2005,Wilhelmshaven Stadt,Flaeche,K03405,116
2006,Wilhelmshaven Stadt,Flaeche,K03405,83
2007,Wilhelmshaven Stadt,Flaeche,K03405,204
2008,Wilhelmshaven Stadt,Flaeche,K03405,149
2009,Wilhelmshaven Stadt,Flaeche,K03405,4512
2010,Wilhelmshaven Stadt,Flaeche,K03405,98
2011,Wilhelmshaven Stadt,Flaeche,K03405,37
2012,Wilhelmshaven Stadt,Flaeche,K03405,45
2013,Wilhelmshaven Stadt,Flaeche,K03405,83
2014,Wilhelmshaven Stadt,Flaeche,K03405,76
2015,Wilhelmshaven Stadt,Flaeche,K03405,150
2016,Wilhelmshaven Stadt,Flaeche,K03405,941
2017,Wilhelmshaven Stadt,Flaeche,K03405,83
2018,Wilhelmshaven Stadt,Flaeche,K03405,56
2019,Wilhelmshaven Stadt,Flaeche,K03405,57
1991,Ammerland,Flaeche,K03451,875
1992,Ammerland,Flaeche,K03451,556
1993,Ammerland,Flaeche,K03451,992
1994,Ammerland,Flaeche,K03451,720
1995,Ammerland,Flaeche,K03451,1273
1996,Ammerland,Flaeche,K03451,1362
1997,Ammerland,Flaeche,K03451,907
1998,Ammerland,Flaeche,K03451,1907
1999,Ammerland,Flaeche,K03451,1398
2000,Ammerland,Flaeche,K03451,889
2001,Ammerland,Flaeche,K03451,681
2002,Ammerland,Flaeche,K03451,661
2003,Ammerland,Flaeche,K03451,590
2004,Ammerland,Flaeche,K03451,775
2005,Ammerland,Flaeche,K03451,749
2006,Ammerland,Flaeche,K03451,704
2007,Ammerland,Flaeche,K03451,673
2008,Ammerland,Flaeche,K03451,455
2009,Ammerland,Flaeche,K03451,325
2010,Ammerland,Flaeche,K03451,738
2011,Ammerland,Flaeche,K03451,587
2012,Ammerland,Flaeche,K03451,856
2013,Ammerland,Flaeche,K03451,1144
2014,Ammerland,Flaeche,K03451,816
2015,Ammerland,Flaeche,K03451,470
2016,Ammerland,Flaeche,K03451,678
2017,Ammerland,Flaeche,K03451,573
2018,Ammerland,Flaeche,K03451,897
2019,Ammerland,Flaeche,K03451,507
1991,Aurich,Flaeche,K03452,1259
1992,Aurich,Flaeche,K03452,1156
1993,Aurich,Flaeche,K03452,1898
1994,Aurich,Flaeche,K03452,1598
1995,Aurich,Flaeche,K03452,1379
1996,Aurich,Flaeche,K03452,1438
1997,Aurich,Flaeche,K03452,1256
1998,Aurich,Flaeche,K03452,1600
1999,Aurich,Flaeche,K03452,1596
2000,Aurich,Flaeche,K03452,1028
2001,Aurich,Flaeche,K03452,757
2002,Aurich,Flaeche,K03452,807
2003,Aurich,Flaeche,K03452,949
2004,Aurich,Flaeche,K03452,785
2005,Aurich,Flaeche,K03452,768
2006,Aurich,Flaeche,K03452,725
2007,Aurich,Flaeche,K03452,829
2008,Aurich,Flaeche,K03452,852
2009,Aurich,Flaeche,K03452,686
2010,Aurich,Flaeche,K03452,952
2011,Aurich,Flaeche,K03452,683
2012,Aurich,Flaeche,K03452,710
2013,Aurich,Flaeche,K03452,678
2014,Aurich,Flaeche,K03452,667
2015,Aurich,Flaeche,K03452,794
2016,Aurich,Flaeche,K03452,549
2017,Aurich,Flaeche,K03452,724
2018,Aurich,Flaeche,K03452,942
2019,Aurich,Flaeche,K03452,1082
1991,Cloppenburg,Flaeche,K03453,1008
1992,Cloppenburg,Flaeche,K03453,575
1993,Cloppenburg,Flaeche,K03453,1243
1994,Cloppenburg,Flaeche,K03453,1108
1995,Cloppenburg,Flaeche,K03453,1049
1996,Cloppenburg,Flaeche,K03453,1092
1997,Cloppenburg,Flaeche,K03453,1241
1998,Cloppenburg,Flaeche,K03453,2014
1999,Cloppenburg,Flaeche,K03453,2255
2000,Cloppenburg,Flaeche,K03453,1757
2001,Cloppenburg,Flaeche,K03453,1170
2002,Cloppenburg,Flaeche,K03453,1077
2003,Cloppenburg,Flaeche,K03453,1138
2004,Cloppenburg,Flaeche,K03453,912
2005,Cloppenburg,Flaeche,K03453,1098
2006,Cloppenburg,Flaeche,K03453,1074
2007,Cloppenburg,Flaeche,K03453,792
2008,Cloppenburg,Flaeche,K03453,597
2009,Cloppenburg,Flaeche,K03453,555
2010,Cloppenburg,Flaeche,K03453,978
2011,Cloppenburg,Flaeche,K03453,698
2012,Cloppenburg,Flaeche,K03453,938
2013,Cloppenburg,Flaeche,K03453,946
2014,Cloppenburg,Flaeche,K03453,1155
2015,Cloppenburg,Flaeche,K03453,1190
2016,Cloppenburg,Flaeche,K03453,1108
2017,Cloppenburg,Flaeche,K03453,924
2018,Cloppenburg,Flaeche,K03453,817
2019,Cloppenburg,Flaeche,K03453,730
1991,Emsland,Flaeche,K03454,2208
1992,Emsland,Flaeche,K03454,1697
1993,Emsland,Flaeche,K03454,1946
