Year,Gebietseinheit,Aufenthaltstitel,GeoCode,Value
2019,Cloppenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03453,105
2019,Emsland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03454,190
2019,Friesland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03455,50
2019,Grafschaft Bentheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03456,85
2019,Leer,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03457,150
2019,Oldenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03458,65
2019,Osnabrück,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03459,95
2019,Vechta,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03460,55
2019,Wesermarsch,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03461,100
2019,Wittmund,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03462,40
2019,Statistische Region Weser-Ems,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K034,1495
2019,Niedersachsen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K030,5430
2018,Braunschweig Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03101,55
2018,Salzgitter Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03102,15
2018,Wolfsburg Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03103,145
2018,Gifhorn,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03151,85
2018,Göttingen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03159,135
2018,Goslar,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03153,30
2018,Helmstedt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03154,105
2018,Northeim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03155,100
2018,Peine,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03157,60
2018,Wolfenbüttel,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03158,340
2018,Statistische Region Braunschweig,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K031,1070
2018,Hannover Region,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241,700
2018,Hannover Landeshauptstadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241001,365
2018,Diepholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03251,180
2018,Hameln-Pyrmont,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03252,125
2018,Hildesheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03254,160
2018,Holzminden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03255,20
2018,Nienburg (Weser),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03256,60
2018,Schaumburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03257,125
2018,Statistische Region Hannover,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K032,1375
2018,Celle,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03351,110
2018,Cuxhaven,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03352,115
2018,Harburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03353,75
2018,Lüchow-Dannenberg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03354,25
2018,Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03355,150
2018,Osterholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03356,145
2018,Rotenburg (Wümme),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03357,85
2018,Heidekreis,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03358,130
2018,Stade,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03359,190
2018,Uelzen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03360,50
2018,Verden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03361,165
2018,Statistische Region Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K033,1245
2018,Delmenhorst.Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03401,85
2018,Emden Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03402,45
2018,Oldenburg (Oldb) Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03403,45
2018,Osnabrück Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03404,75
2018,Wilhelmshaven Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03405,85
2018,Ammerland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03451,50
2018,Aurich,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03452,110
2018,Cloppenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03453,90
2018,Emsland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03454,180
2018,Friesland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03455,65
2018,Grafschaft Bentheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03456,85
2018,Leer,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03457,140
2018,Oldenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03458,55
2018,Osnabrück,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03459,100
2018,Vechta,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03460,45
2018,Wesermarsch,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03461,40
2018,Wittmund,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03462,50
2018,Statistische Region Weser-Ems,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K034,1350
2018,Niedersachsen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K030,5040
2017,Braunschweig Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03101,65
2017,Salzgitter Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03102,10
2017,Wolfsburg Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03103,155
2017,Gifhorn,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03151,80
2017,Göttingen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03159,130
2017,Goslar,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03153,30
2017,Helmstedt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03154,105
2017,Northeim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03155,90
2017,Peine,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03157,55
2017,Wolfenbüttel,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03158,300
2017,Statistische Region Braunschweig,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K031,1010
2017,Hannover Region,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241,760
2017,Hannover Landeshauptstadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241001,395
2017,Diepholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03251,140
2017,Hameln-Pyrmont,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03252,100
2017,Hildesheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03254,180
2017,Holzminden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03255,20
2017,Nienburg (Weser),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03256,50
2017,Schaumburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03257,115
2017,Statistische Region Hannover,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K032,1360
2017,Celle,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03351,90
2017,Cuxhaven,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03352,155
2017,Harburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03353,75
2017,Lüchow-Dannenberg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03354,20
2017,Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03355,115
2017,Osterholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03356,125
2017,Rotenburg (Wümme),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03357,75
2017,Heidekreis,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03358,145
2017,Stade,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03359,165
2017,Uelzen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03360,40
2017,Verden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03361,155
2017,Statistische Region Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K033,1165
2017,Delmenhorst.Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03401,95
2017,Emden Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03402,35
2017,Oldenburg (Oldb) Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03403,45
2017,Osnabrück Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03404,85
2017,Wilhelmshaven Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03405,80
2017,Ammerland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03451,45
2017,Aurich,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03452,90
2017,Cloppenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03453,105
2017,Emsland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03454,180
2017,Friesland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03455,60
2017,Grafschaft Bentheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03456,95
2017,Leer,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03457,135
2017,Oldenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03458,50
2017,Osnabrück,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03459,120
2017,Vechta,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03460,40
2017,Wesermarsch,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03461,50
2017,Wittmund,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03462,30
2017,Statistische Region Weser-Ems,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K034,1340
2017,Niedersachsen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K030,4870
2016,Braunschweig Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03101,65
2016,Salzgitter Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03102,5
2016,Wolfsburg Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03103,140
2016,Gifhorn,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03151,75
2016,Goslar,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03153,25
2016,Helmstedt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03154,105
2016,Northeim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03155,90
2016,Peine,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03157,45
2016,Wolfenbüttel,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03158,310
2016,Statistische Region Braunschweig,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K031,990
2016,Hannover Region,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241,820
2016,Hannover Landeshauptstadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241001,410
2016,Diepholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03251,110
2016,Hameln-Pyrmont,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03252,90
2016,Hildesheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03254,170
2016,Holzminden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03255,15
2016,Nienburg (Weser),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03256,50
2016,Schaumburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03257,120
2016,Statistische Region Hannover,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K032,1375
2016,Celle,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03351,90
2016,Cuxhaven,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03352,150
2016,Harburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03353,75
2016,Lüchow-Dannenberg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03354,15
2016,Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03355,105
2016,Osterholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03356,105
2016,Rotenburg (Wümme),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03357,70
2016,Heidekreis,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03358,135
2016,Stade,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03359,145
2016,Uelzen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03360,30
2016,Verden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03361,140
2016,Statistische Region Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K033,1060
2016,Delmenhorst.Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03401,85
2016,Emden Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03402,35
2016,Oldenburg (Oldb) Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03403,55
2016,Osnabrück Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03404,75
2016,Wilhelmshaven Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03405,70
2016,Ammerland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03451,70
2016,Aurich,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03452,90
2016,Cloppenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03453,95
2016,Emsland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03454,170
2016,Friesland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03455,50
2016,Grafschaft Bentheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03456,75
2016,Leer,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03457,135
2016,Oldenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03458,40
2016,Osnabrück,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03459,145
2016,Vechta,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03460,50
2016,Wesermarsch,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03461,50
2016,Wittmund,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03462,30
2016,Statistische Region Weser-Ems,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K034,1315
2016,Niedersachsen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K030,4740
2015,Braunschweig Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03101,59
2015,Salzgitter Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03102,25
2015,Wolfsburg Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03103,166
2015,Gifhorn,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03151,67
2015,Goslar,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03153,115
2015,Helmstedt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03154,26
2015,Northeim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03155,115
2015,Peine,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03157,97
2015,Wolfenbüttel,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03158,50
2015,Statistische Region Braunschweig,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K031,1018
2015,Hannover Region,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241,830
2015,Hannover Landeshauptstadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03241001,409
2015,Diepholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03251,90
2015,Hameln-Pyrmont,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03252,63
2015,Hildesheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03254,170
2015,Holzminden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03255,15
2015,Nienburg (Weser),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03256,45
2015,Schaumburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03257,102
2015,Statistische Region Hannover,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K032,1315
2015,Celle,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03351,84
2015,Cuxhaven,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03352,138
2015,Harburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03353,112
2015,Lüchow-Dannenberg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03354,16
2015,Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03355,108
2015,Osterholz,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03356,87
2015,Rotenburg (Wümme),Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03357,81
2015,Heidekreis,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03358,126
2015,Stade,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03359,111
2015,Uelzen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03360,35
2015,Verden,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03361,116
2015,Statistische Region Lüneburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K033,1014
2015,Delmenhorst.Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03401,91
2015,Emden Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03402,35
2015,Oldenburg (Oldb) Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03403,68
2015,Osnabrück Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03404,76
2015,Wilhelmshaven Stadt,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03405,72
2015,Ammerland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03451,66
2015,Aurich,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03452,86
2015,Cloppenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03453,65
2015,Emsland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03454,147
2015,Friesland,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03455,61
2015,Grafschaft Bentheim,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03456,75
2015,Leer,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03457,111
2015,Oldenburg,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03458,43
2015,Osnabrück,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03459,142
2015,Vechta,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03460,74
2015,Wesermarsch,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03461,55
2015,Wittmund,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K03462,31
2015,Statistische Region Weser-Ems,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K034,1298
2015,Niedersachsen,Unmöglichkeit d. Ausreise aus rechtl. oder tats. Gründen,K030,4645
