Year,Gebietseinheit,Kategorien,GeoCode,Value
2013,Lüchow-Dannenberg,Neubau,K03354,44
2013,Lüneburg,Neubau,K03355,741
2013,Osterholz,Neubau,K03356,224
2013,Rotenburg (Wümme),Neubau,K03357,373
2013,Heidekreis,Neubau,K03358,207
2013,Stade,Neubau,K03359,805
2013,Uelzen,Neubau,K03360,125
2013,Verden,Neubau,K03361,493
2013,Weser-Ems,Neubau,K034,10417
2013,Delmenhorst.Stadt,Neubau,K03401,133
2013,Emden Stadt,Neubau,K03402,101
2013,Oldenburg (Oldb) Stadt,Neubau,K03403,1080
2013,Osnabrück Stadt,Neubau,K03404,405
2013,Wilhelmshaven Stadt,Neubau,K03405,19
2013,Ammerland,Neubau,K03451,858
2013,Aurich,Neubau,K03452,915
2013,Cloppenburg,Neubau,K03453,963
2013,Emsland,Neubau,K03454,1827
2013,Friesland,Neubau,K03455,324
2013,Grafschaft Bentheim,Neubau,K03456,638
2013,Leer,Neubau,K03457,808
2013,Oldenburg,Neubau,K03458,276
2013,Osnabrück,Neubau,K03459,865
2013,Vechta,Neubau,K03460,847
2013,Wesermarsch,Neubau,K03461,158
2013,Wittmund,Neubau,K03462,200
2014,Niedersachsen,Neubau,K030,23351
2014,Braunschweig,Neubau,K031,2641
2014,Braunschweig Stadt,Neubau,K03101,296
2014,Salzgitter.Stadt,Neubau,K03102,55
2014,Wolfsburg.Stadt,Neubau,K03103,384
2014,Gifhorn,Neubau,K03151,691
2014,Goslar,Neubau,K03153,60
2014,Helmstedt,Neubau,K03154,178
2014,Northeim,Neubau,K03155,79
2014,Peine,Neubau,K03157,256
2014,Wolfenbüttel,Neubau,K03158,206
2014,Göttingen,Neubau,K03159,436
2014,Hannover,Neubau,K032,3890
2014,Hannover Region,Neubau,K03241,2355
2014,Hannover Landeshauptstadt,Neubau,K03241001,976
2014,Diepholz,Neubau,K03251,615
2014,Hameln-Pyrmont,Neubau,K03252,162
2014,Hildesheim,Neubau,K03254,369
2014,Holzminden,Neubau,K03255,20
2014,Nienburg (Weser),Neubau,K03256,186
2014,Schaumburg,Neubau,K03257,183
2014,Lüneburg,Neubau,K033,5539
2014,Celle,Neubau,K03351,332
2014,Cuxhaven,Neubau,K03352,789
2014,Harburg,Neubau,K03353,1105
2014,Lüchow-Dannenberg,Neubau,K03354,77
2014,Lüneburg,Neubau,K03355,492
2014,Osterholz,Neubau,K03356,333
2014,Rotenburg (Wümme),Neubau,K03357,526
2014,Heidekreis,Neubau,K03358,242
2014,Stade,Neubau,K03359,1052
2014,Uelzen,Neubau,K03360,173
2014,Verden,Neubau,K03361,418
2014,Weser-Ems,Neubau,K034,11281
2014,Delmenhorst.Stadt,Neubau,K03401,229
2014,Emden Stadt,Neubau,K03402,255
2014,Oldenburg (Oldb) Stadt,Neubau,K03403,698
2014,Osnabrück Stadt,Neubau,K03404,356
2014,Wilhelmshaven Stadt,Neubau,K03405,103
2014,Ammerland,Neubau,K03451,624
2014,Aurich,Neubau,K03452,754
2014,Cloppenburg,Neubau,K03453,1135
2014,Emsland,Neubau,K03454,2272
2014,Friesland,Neubau,K03455,492
2014,Grafschaft Bentheim,Neubau,K03456,788
2014,Leer,Neubau,K03457,757
2014,Oldenburg,Neubau,K03458,328
2014,Osnabrück,Neubau,K03459,1183
2014,Vechta,Neubau,K03460,944
2014,Wesermarsch,Neubau,K03461,133
2014,Wittmund,Neubau,K03462,230
2015,Niedersachsen,Neubau,K030,23169
2015,Braunschweig,Neubau,K031,2746
2015,Braunschweig Stadt,Neubau,K03101,348
2015,Salzgitter.Stadt,Neubau,K03102,46
2015,Wolfsburg.Stadt,Neubau,K03103,206
2015,Gifhorn,Neubau,K03151,641
2015,Goslar,Neubau,K03153,54
2015,Helmstedt,Neubau,K03154,129
2015,Northeim,Neubau,K03155,70
2015,Peine,Neubau,K03157,505
2015,Wolfenbüttel,Neubau,K03158,304
2015,Göttingen,Neubau,K03159,443
2015,Hannover,Neubau,K032,4386
2015,Hannover Region,Neubau,K03241,2549
2015,Hannover Landeshauptstadt,Neubau,K03241001,1116
2015,Diepholz,Neubau,K03251,678
2015,Hameln-Pyrmont,Neubau,K03252,83
2015,Hildesheim,Neubau,K03254,424
2015,Holzminden,Neubau,K03255,71
2015,Nienburg (Weser),Neubau,K03256,255
2015,Schaumburg,Neubau,K03257,326
2015,Lüneburg,Neubau,K033,5682
2015,Celle,Neubau,K03351,312
2015,Cuxhaven,Neubau,K03352,574
2015,Harburg,Neubau,K03353,1015
2015,Lüchow-Dannenberg,Neubau,K03354,44
2015,Lüneburg,Neubau,K03355,741
2015,Osterholz,Neubau,K03356,304
2015,Rotenburg (Wümme),Neubau,K03357,457
2015,Heidekreis,Neubau,K03358,214
2015,Stade,Neubau,K03359,1315
2015,Uelzen,Neubau,K03360,95
2015,Verden,Neubau,K03361,611
2015,Weser-Ems,Neubau,K034,10355
2015,Delmenhorst.Stadt,Neubau,K03401,141
2015,Emden Stadt,Neubau,K03402,64
2015,Oldenburg (Oldb) Stadt,Neubau,K03403,1072
2015,Osnabrück Stadt,Neubau,K03404,450
2015,Wilhelmshaven Stadt,Neubau,K03405,55
2015,Ammerland,Neubau,K03451,529
2015,Aurich,Neubau,K03452,760
2015,Cloppenburg,Neubau,K03453,818
2015,Emsland,Neubau,K03454,1800
2015,Friesland,Neubau,K03455,359
2015,Grafschaft Bentheim,Neubau,K03456,672
2015,Leer,Neubau,K03457,876
2015,Oldenburg,Neubau,K03458,498
2015,Osnabrück,Neubau,K03459,1101
2015,Vechta,Neubau,K03460,719
2015,Wesermarsch,Neubau,K03461,118
2015,Wittmund,Neubau,K03462,323
2016,Niedersachsen,Neubau,K030,26777
2016,Braunschweig,Neubau,K031,3444
2016,Braunschweig Stadt,Neubau,K03101,357
2016,Salzgitter.Stadt,Neubau,K03102,72
2016,Wolfsburg.Stadt,Neubau,K03103,637
2016,Gifhorn,Neubau,K03151,670
2016,Goslar,Neubau,K03153,101
2016,Helmstedt,Neubau,K03154,247
2016,Northeim,Neubau,K03155,118
2016,Peine,Neubau,K03157,440
2016,Wolfenbüttel,Neubau,K03158,209
2016,Göttingen,Neubau,K03159,593
2016,Hannover,Neubau,K032,4335
2016,Hannover Region,Neubau,K03241,2462
2016,Hannover Landeshauptstadt,Neubau,K03241001,820
2016,Diepholz,Neubau,K03251,695
2016,Hameln-Pyrmont,Neubau,K03252,103
2016,Hildesheim,Neubau,K03254,430
2016,Holzminden,Neubau,K03255,54
2016,Nienburg (Weser),Neubau,K03256,344
2016,Schaumburg,Neubau,K03257,247
2016,Lüneburg,Neubau,K033,6973
2016,Celle,Neubau,K03351,468
2016,Cuxhaven,Neubau,K03352,813
2016,Harburg,Neubau,K03353,1465
2016,Lüchow-Dannenberg,Neubau,K03354,83
2016,Lüneburg,Neubau,K03355,690
2016,Osterholz,Neubau,K03356,329
2016,Rotenburg (Wümme),Neubau,K03357,673
2016,Heidekreis,Neubau,K03358,430
2016,Stade,Neubau,K03359,1113
2016,Uelzen,Neubau,K03360,341
2016,Verden,Neubau,K03361,568
2016,Weser-Ems,Neubau,K034,12025
2016,Delmenhorst.Stadt,Neubau,K03401,180
2016,Emden Stadt,Neubau,K03402,111
2016,Oldenburg (Oldb) Stadt,Neubau,K03403,1303
2016,Osnabrück Stadt,Neubau,K03404,644
2016,Wilhelmshaven Stadt,Neubau,K03405,79
2016,Ammerland,Neubau,K03451,752
2016,Aurich,Neubau,K03452,766
2016,Cloppenburg,Neubau,K03453,1232
2016,Emsland,Neubau,K03454,1954
2016,Friesland,Neubau,K03455,509
2016,Grafschaft Bentheim,Neubau,K03456,562
2016,Leer,Neubau,K03457,812
2016,Oldenburg,Neubau,K03458,435
2016,Osnabrück,Neubau,K03459,1160
2016,Vechta,Neubau,K03460,1036
2016,Wesermarsch,Neubau,K03461,174
2016,Wittmund,Neubau,K03462,316
2017,Niedersachsen,Neubau,K030,25763
2017,Braunschweig,Neubau,K031,3579
2017,Braunschweig Stadt,Neubau,K03101,276
2017,Salzgitter.Stadt,Neubau,K03102,119
2017,Wolfsburg.Stadt,Neubau,K03103,382
2017,Gifhorn,Neubau,K03151,921
2017,Goslar,Neubau,K03153,60
2017,Helmstedt,Neubau,K03154,235
2017,Northeim,Neubau,K03155,199
2017,Peine,Neubau,K03157,618
2017,Wolfenbüttel,Neubau,K03158,181
2017,Göttingen,Neubau,K03159,588
2017,Hannover,Neubau,K032,4534
2017,Hannover Region,Neubau,K03241,2836
2017,Hannover Landeshauptstadt,Neubau,K03241001,936
2017,Diepholz,Neubau,K03251,628
2017,Hameln-Pyrmont,Neubau,K03252,129
2017,Hildesheim,Neubau,K03254,389
2017,Holzminden,Neubau,K03255,39
2017,Nienburg (Weser),Neubau,K03256,217
2017,Schaumburg,Neubau,K03257,296
2017,Lüneburg,Neubau,K033,6469
2017,Celle,Neubau,K03351,318
2017,Cuxhaven,Neubau,K03352,683
2017,Harburg,Neubau,K03353,1027
2017,Lüchow-Dannenberg,Neubau,K03354,39
2017,Lüneburg,Neubau,K03355,1294
2017,Osterholz,Neubau,K03356,378
2017,Rotenburg (Wümme),Neubau,K03357,674
2017,Heidekreis,Neubau,K03358,282
2017,Stade,Neubau,K03359,1184
2017,Uelzen,Neubau,K03360,109
2017,Verden,Neubau,K03361,481
2017,Weser-Ems,Neubau,K034,11181
2017,Delmenhorst.Stadt,Neubau,K03401,168
2017,Emden Stadt,Neubau,K03402,115
2017,Oldenburg (Oldb) Stadt,Neubau,K03403,1075
2017,Osnabrück Stadt,Neubau,K03404,317
2017,Wilhelmshaven Stadt,Neubau,K03405,76
2017,Ammerland,Neubau,K03451,560
2017,Aurich,Neubau,K03452,725
2017,Cloppenburg,Neubau,K03453,1201
2017,Emsland,Neubau,K03454,2038
2017,Friesland,Neubau,K03455,461
2017,Grafschaft Bentheim,Neubau,K03456,779
2017,Leer,Neubau,K03457,840
2017,Oldenburg,Neubau,K03458,407
2017,Osnabrück,Neubau,K03459,1169
2017,Vechta,Neubau,K03460,845
2017,Wesermarsch,Neubau,K03461,147
2017,Wittmund,Neubau,K03462,258
2018,Niedersachsen,Neubau,K030,25131
2018,Braunschweig,Neubau,K031,3302
2018,Braunschweig Stadt,Neubau,K03101,570
2018,Salzgitter.Stadt,Neubau,K03102,63
2018,Wolfsburg.Stadt,Neubau,K03103,226
2018,Gifhorn,Neubau,K03151,758
2018,Goslar,Neubau,K03153,54
2018,Helmstedt,Neubau,K03154,281
2018,Northeim,Neubau,K03155,183
2018,Peine,Neubau,K03157,478
2018,Wolfenbüttel,Neubau,K03158,252
2018,Göttingen,Neubau,K03159,437
2018,Hannover,Neubau,K032,4948
2018,Hannover Region,Neubau,K03241,2868
2018,Hannover Landeshauptstadt,Neubau,K03241001,1325
2018,Diepholz,Neubau,K03251,704
2018,Hameln-Pyrmont,Neubau,K03252,100
2018,Hildesheim,Neubau,K03254,524
2018,Holzminden,Neubau,K03255,62
2018,Nienburg (Weser),Neubau,K03256,315
2018,Schaumburg,Neubau,K03257,375
2018,Lüneburg,Neubau,K033,5663
2018,Celle,Neubau,K03351,525
2018,Cuxhaven,Neubau,K03352,545
2018,Harburg,Neubau,K03353,802
2018,Lüchow-Dannenberg,Neubau,K03354,71
2018,Lüneburg,Neubau,K03355,550
2018,Osterholz,Neubau,K03356,361
2018,Rotenburg (Wümme),Neubau,K03357,608
2018,Heidekreis,Neubau,K03358,320
2018,Stade,Neubau,K03359,1313
2018,Uelzen,Neubau,K03360,177
2018,Verden,Neubau,K03361,391
2018,Weser-Ems,Neubau,K034,11218
2018,Delmenhorst.Stadt,Neubau,K03401,205
2018,Emden Stadt,Neubau,K03402,55
2018,Oldenburg (Oldb) Stadt,Neubau,K03403,1139
2018,Osnabrück Stadt,Neubau,K03404,501
2018,Wilhelmshaven Stadt,Neubau,K03405,82
2018,Ammerland,Neubau,K03451,759
2018,Aurich,Neubau,K03452,556
2018,Cloppenburg,Neubau,K03453,1229
2018,Emsland,Neubau,K03454,1759
2018,Friesland,Neubau,K03455,528
2018,Grafschaft Bentheim,Neubau,K03456,493
2018,Leer,Neubau,K03457,664
2018,Oldenburg,Neubau,K03458,589
2018,Osnabrück,Neubau,K03459,1235
2018,Vechta,Neubau,K03460,973
2018,Wesermarsch,Neubau,K03461,228
2018,Wittmund,Neubau,K03462,223
